vfalter,vfsafe,vfproblem,age,gender,education,brexit_vote,vote2017_dum,nation_weight,pid
Slightly agree,Neither agree nor disagree,Neither agree nor disagree,31,Male,3,1. Remain,Winner,0.871143789,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20,Female,2,NA,NA,1.408827721,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,73,Female,2,1. Remain,Winner,0.586454384,Conservative
Slightly agree,Neither agree nor disagree,Slightly agree,41,Female,2,2. Leave,Loser,0.752067967,Other
Slightly agree,Slightly agree,Slightly agree,39,Male,1,1. Remain,Loser,1.657606126,Other
Strongly agree,Strongly disagree,Strongly agree,48,Male,2,2. Leave,Loser,0.685002513,Other
Disagree,Agree,Disagree,24,Male,2,2. Leave,Winner,2.329895842,Other
Slightly agree,Slightly disagree,Disagree,68,Female,3,2. Leave,Winner,0.621521173,Conservative
Slightly disagree,Slightly disagree,Strongly disagree,41,Male,2,2. Leave,NA,0.467585394,Other
Slightly agree,Slightly disagree,Disagree,51,Male,2,1. Remain,Loser,0.883758383,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,32,Male,1,1. Remain,Loser,0.997719137,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,41,Female,1,2. Leave,Winner,0.557488959,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,38,Female,2,2. Leave,Winner,0.836171953,Other
Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,34,Male,3,1. Remain,Loser,1.729616344,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,39,Female,2,1. Remain,Loser,0.641128478,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,36,Female,1,2. Leave,Loser,0.565931429,UKIP Brexit
Neither agree nor disagree,Agree,Slightly disagree,20,Female,2,NA,NA,0.593963874,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,41,Female,1,2. Leave,NA,0.403622532,Other
Slightly disagree,Slightly agree,Slightly disagree,58,Female,2,2. Leave,Loser,0.754043488,UKIP Brexit
Neither agree nor disagree,Strongly agree,Neither agree nor disagree,35,Male,3,1. Remain,Winner,0.983231746,Conservative
Disagree,Agree,Disagree,49,Male,3,2. Leave,Loser,1.83455352,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,24,Female,2,2. Leave,Loser,0.524440344,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,18,Female,1,NA,NA,0.709596986,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,48,Male,2,2. Leave,Winner,0.936494871,Conservative
Slightly agree,Slightly agree,Slightly disagree,59,Male,2,2. Leave,Loser,0.892399745,UKIP Brexit
Disagree,Slightly disagree,Disagree,59,Male,2,1. Remain,Winner,0.725022047,Conservative
Disagree,Agree,Disagree,37,Male,2,1. Remain,Loser,0.711681527,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,41,Male,2,1. Remain,Winner,0.608893307,Conservative
Slightly agree,Neither agree nor disagree,Agree,49,Female,3,2. Leave,Loser,0.8144836,UKIP Brexit
Disagree,Slightly agree,Slightly disagree,30,Female,3,1. Remain,Winner,0.588538456,Conservative
Slightly agree,Slightly agree,Slightly agree,49,Male,1,2. Leave,Winner,1.257164376,UKIP Brexit
Disagree,Disagree,Strongly disagree,23,Female,1,1. Remain,Loser,1.39916948,Other
Neither agree nor disagree,Slightly agree,Disagree,71,Male,1,2. Leave,Winner,0.657395422,Conservative
Neither agree nor disagree,Disagree,Slightly agree,33,Female,2,1. Remain,Loser,0.738179565,Other
Slightly agree,Agree,Agree,67,Female,1,1. Remain,Winner,0.725184151,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,37,Female,2,1. Remain,Loser,0.635441956,Other
Slightly agree,Slightly agree,Slightly agree,55,Male,3,1. Remain,Loser,0.715058576,Other
Agree,Disagree,Slightly agree,69,Female,2,1. Remain,Loser,0.59005514,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,29,Female,1,NA,NA,2.158333848,Other
Neither agree nor disagree,Slightly agree,Slightly disagree,59,Female,3,1. Remain,Loser,0.781838725,Other
Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,60,Female,2,2. Leave,Loser,0.753186414,Conservative
Neither agree nor disagree,Slightly disagree,Slightly agree,70,Female,1,NA,NA,0.692216167,Conservative
Strongly disagree,Strongly agree,Strongly disagree,52,Male,2,1. Remain,Loser,0.867155579,Other
Agree,Disagree,Agree,36,Female,2,2. Leave,Loser,0.706527639,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,65,Female,1,2. Leave,Winner,0.732274979,Conservative
Neither agree nor disagree,Slightly disagree,Slightly agree,60,Male,2,1. Remain,Winner,0.748245572,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,27,Female,1,NA,Loser,1.745438512,Other
Agree,Disagree,Strongly agree,72,Female,1,2. Leave,Winner,0.687933186,UKIP Brexit
Neither agree nor disagree,Slightly agree,Slightly disagree,45,Female,2,2. Leave,Loser,0.752067967,Other
Slightly agree,Slightly disagree,Slightly disagree,38,Male,1,2. Leave,Loser,1.099492802,Other
Slightly agree,Slightly agree,Slightly disagree,44,Male,1,1. Remain,Winner,1.001893304,Conservative
Slightly agree,Slightly disagree,Slightly agree,44,Female,1,NA,NA,0.612195237,Other
Agree,Strongly disagree,Agree,61,Male,3,2. Leave,Winner,2.005212698,UKIP Brexit
Disagree,Agree,Disagree,74,Male,2,1. Remain,NA,0.504322715,Conservative
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,43,Male,1,2. Leave,NA,0.754745438,Other
Agree,Strongly disagree,Strongly agree,73,Male,2,1. Remain,Winner,0.639066513,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,27,Female,3,1. Remain,Loser,1.204854968,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20,Female,2,NA,Loser,0.53706718,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,56,Female,1,1. Remain,Loser,0.459004291,Other
Agree,Neither agree nor disagree,Agree,20,Female,2,NA,NA,1.834564379,Other
Neither agree nor disagree,Agree,Neither agree nor disagree,21,Male,2,NA,Loser,2.633577385,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,46,Female,1,2. Leave,Winner,0.473170874,Conservative
Strongly agree,Strongly disagree,Strongly agree,41,Female,2,2. Leave,Winner,0.740848743,UKIP Brexit
Slightly disagree,Agree,Slightly disagree,34,Female,2,1. Remain,NA,1.258362555,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,52,Male,1,2. Leave,Winner,0.875034519,Other
Disagree,Disagree,Disagree,62,Female,3,1. Remain,Winner,0.877051032,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,18,Female,2,NA,NA,0.544924951,UKIP Brexit
Disagree,Slightly agree,Slightly disagree,63,Female,2,1. Remain,Loser,0.586290045,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,69,Male,2,NA,NA,0.725639691,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,58,Female,1,2. Leave,Winner,0.74844315,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,29,Female,2,NA,NA,0.842846916,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,22,Female,2,NA,NA,1.499635882,Other
Slightly disagree,Slightly agree,Slightly disagree,36,Female,3,1. Remain,Winner,0.587869502,Other
Slightly disagree,Slightly disagree,Agree,19,Male,2,NA,NA,2.878773035,Other
Strongly disagree,Slightly disagree,Slightly agree,25,Male,2,NA,NA,2.236255936,Other
Disagree,Slightly agree,Disagree,37,Female,1,1. Remain,Loser,0.482449422,Other
Slightly disagree,Slightly agree,Slightly disagree,44,Female,3,NA,NA,3.098105133,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,31,Female,3,1. Remain,Loser,0.694337019,Other
Disagree,Disagree,Disagree,38,Male,3,1. Remain,Loser,0.853311359,Other
Agree,Disagree,Strongly agree,49,Male,2,1. Remain,Loser,0.594553561,Other
Slightly disagree,Neither agree nor disagree,Slightly disagree,22,Female,3,1. Remain,Loser,0.464801692,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,24,Female,2,NA,NA,0.593963874,Other
Slightly disagree,Slightly agree,Slightly disagree,20,Male,2,NA,NA,2.238184894,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,19,Female,2,1. Remain,Loser,0.355792065,Other
Agree,Slightly disagree,Slightly agree,25,Female,2,1. Remain,Loser,1.133825039,Other
Disagree,Slightly agree,Disagree,24,Female,2,NA,Loser,1.351220049,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,29,Female,3,1. Remain,Loser,0.681292796,Other
Slightly agree,Slightly disagree,Agree,70,Male,1,1. Remain,Loser,0.586600172,Other
Agree,Disagree,Agree,23,Female,2,1. Remain,NA,0.350661574,Other
Slightly agree,Slightly agree,Disagree,19,Female,1,NA,Loser,0.593963874,Other
Slightly disagree,Neither agree nor disagree,Slightly disagree,35,Female,3,1. Remain,Loser,0.6343613,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,39,Female,3,1. Remain,Loser,2.178056087,Other
Slightly disagree,Slightly agree,Disagree,29,Female,1,NA,NA,1.48507486,Other
Slightly agree,Disagree,Slightly agree,67,Male,1,2. Leave,Winner,0.636267613,Other
Slightly disagree,Slightly disagree,Slightly disagree,30,Female,1,1. Remain,Winner,0.429727187,Conservative
Slightly agree,Neither agree nor disagree,Neither agree nor disagree,81,Male,2,1. Remain,Loser,0.642990301,Other
Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,29,Female,3,1. Remain,Loser,0.675250035,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,62,Female,2,1. Remain,Loser,1.227910144,Other
Neither agree nor disagree,Slightly disagree,Agree,63,Female,2,2. Leave,Winner,0.753118373,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,30,Male,3,1. Remain,NA,0.807994717,Other
Slightly agree,Slightly agree,Neither agree nor disagree,35,Female,1,NA,NA,0.634242623,Other
Neither agree nor disagree,Agree,Agree,54,Male,3,2. Leave,Loser,0.603370504,UKIP Brexit
Slightly disagree,Disagree,Slightly disagree,52,Female,2,2. Leave,Loser,1.92844015,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,25,Male,2,2. Leave,Winner,0.606226555,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,45,Female,2,1. Remain,Loser,0.602305921,Other
Slightly disagree,Agree,Neither agree nor disagree,47,Female,1,2. Leave,Loser,0.52694671,Other
Strongly disagree,Agree,Disagree,73,Female,1,2. Leave,Winner,0.74732382,Conservative
Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,57,Female,3,1. Remain,Loser,1.620591165,Other
Slightly agree,Neither agree nor disagree,Slightly agree,42,Male,2,NA,NA,0.675181861,Other
Disagree,Agree,Disagree,61,Male,1,2. Leave,Loser,0.778411429,Other
Slightly disagree,Slightly agree,Slightly disagree,38,Female,2,NA,NA,0.886760952,Other
Slightly agree,Slightly disagree,Slightly agree,40,Male,1,2. Leave,Winner,0.978530837,Conservative
Disagree,Neither agree nor disagree,Disagree,38,Male,2,1. Remain,Loser,0.53760038,Other
Neither agree nor disagree,Slightly agree,Slightly disagree,22,Male,2,1. Remain,Loser,1.426761811,Other
Strongly agree,Strongly disagree,Strongly disagree,38,Male,2,2. Leave,Winner,0.692712831,UKIP Brexit
Slightly disagree,Slightly disagree,Slightly disagree,29,Male,3,2. Leave,Loser,1.076561828,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,24,Female,2,1. Remain,Winner,0.501524042,Conservative
Disagree,Agree,Slightly disagree,38,Male,3,2. Leave,Winner,1.021884632,Conservative
Neither agree nor disagree,Strongly disagree,Slightly agree,36,Male,2,1. Remain,Loser,0.490329154,Other
Neither agree nor disagree,Slightly disagree,Slightly agree,74,Male,2,2. Leave,NA,0.54274673,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,63,Female,1,2. Leave,NA,0.694188628,Other
Slightly disagree,Neither agree nor disagree,Slightly disagree,27,Female,3,2. Leave,Winner,0.763516253,Other
Slightly agree,Neither agree nor disagree,Slightly agree,27,Female,3,2. Leave,Loser,0.920158773,Other
Strongly agree,Strongly disagree,Strongly agree,44,Female,3,1. Remain,Loser,0.680518414,Other
Slightly disagree,Agree,Slightly disagree,35,Male,1,2. Leave,Winner,3.172794273,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,38,Female,2,NA,NA,1.973520417,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,36,Female,2,1. Remain,Winner,1.738067565,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,71,Male,1,2. Leave,Loser,0.876198646,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,41,Male,1,2. Leave,NA,2.668499812,Other
Disagree,Neither agree nor disagree,Neither agree nor disagree,41,Female,2,2. Leave,Winner,0.695412831,Conservative
Neither agree nor disagree,Agree,Neither agree nor disagree,72,Male,1,2. Leave,Loser,0.708579381,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,71,Female,1,2. Leave,Loser,0.69835107,Other
Slightly agree,Slightly agree,Slightly agree,57,Female,1,1. Remain,Loser,0.926320437,Other
Disagree,Agree,Disagree,20,Female,2,NA,Loser,0.709596986,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,32,Female,1,NA,NA,2.158333848,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,69,Female,1,2. Leave,Winner,0.542886108,UKIP Brexit
Slightly disagree,Slightly agree,Slightly disagree,52,Female,2,2. Leave,Loser,0.76059937,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,20,Female,2,NA,Loser,0.605410798,Other
Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,47,Male,2,2. Leave,Loser,0.609633928,Other
Agree,Disagree,Slightly agree,52,Female,3,1. Remain,Loser,0.65426159800000006,Conservative
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,43,Female,1,2. Leave,Loser,0.511075276,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,36,Female,3,2. Leave,Loser,0.695082964,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,31,Male,1,1. Remain,Loser,0.997719137,Other
Neither agree nor disagree,Slightly disagree,Agree,19,Female,2,NA,NA,0.53706718,Other
Neither agree nor disagree,Agree,Neither agree nor disagree,44,Male,3,1. Remain,Loser,0.775832161,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,56,Male,1,NA,Loser,1.089565153,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,34,Male,2,2. Leave,Loser,0.649800688,Other
Disagree,Slightly disagree,Disagree,37,Female,3,2. Leave,Winner,0.762648412,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,33,Female,2,1. Remain,Loser,0.528405737,Other
Slightly agree,Slightly disagree,Slightly agree,62,Female,1,2. Leave,Loser,0.654033853,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,36,Female,3,1. Remain,NA,0.564457851,Other
Neither agree nor disagree,Agree,Disagree,63,Female,2,2. Leave,Winner,0.992119897,UKIP Brexit
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,26,Female,3,NA,Loser,1.668567538,Other
Disagree,Neither agree nor disagree,Strongly disagree,21,Female,2,1. Remain,Loser,0.355387659,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,37,Female,2,2. Leave,NA,1.86907737,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,70,Female,1,2. Leave,Winner,0.850668453,Conservative
Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,40,Male,2,NA,NA,0.7821119,UKIP Brexit
Strongly disagree,Strongly agree,Strongly disagree,50,Female,3,1. Remain,Loser,0.713271615,Conservative
Disagree,Agree,Slightly disagree,20,Female,2,1. Remain,Loser,0.350661574,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,37,Female,2,1. Remain,Winner,0.571065742,Other
Slightly disagree,Slightly agree,Slightly disagree,38,Female,2,NA,NA,0.842846916,Other
Neither agree nor disagree,Disagree,Slightly agree,61,Male,1,2. Leave,Winner,0.766478295,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,30,Female,2,1. Remain,Loser,0.653403703,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,31,Female,2,NA,NA,0.717121088,Other
Slightly agree,Slightly disagree,Slightly agree,26,Female,3,1. Remain,Loser,0.654579082,Other
Disagree,Agree,Disagree,26,Male,2,NA,Loser,0.794995036,Other
Slightly disagree,Disagree,Disagree,29,Female,3,2. Leave,Loser,0.792093845,Other
Strongly agree,Strongly disagree,Strongly agree,62,Male,1,2. Leave,NA,0.595163627,UKIP Brexit
Disagree,Slightly agree,Slightly disagree,44,Female,2,NA,NA,0.886760952,Other
Slightly agree,Neither agree nor disagree,Slightly agree,29,Male,3,1. Remain,Loser,0.697525989,Other
