Topic,Question,VariableName,Responses,Year,Type,DisplayOrder
Cardiovascular Disease/Heart Attack and Stroke,"(Has a doctor, nurse, or other health professional ever told you that you had) angina or coronary heart disease?",CVDCRHD2,1=Yes   2=No   7=DK/NS   9=Refused,2003,Module Question,147
Cardiovascular Disease/Heart Attack and Stroke,"[Has a doctor, nurse, or other health professional ever told you that you had any of the following...] A stroke?",CVDSTRK2,1=Yes   2=No   7=DK/NS   9=Refused,2003,Module Question,148
Cardiovascular Disease/Heart Attack and Stroke,At what age did you have your first heart attack?,HATTKAGE,10=Code age 10 years or less  __ __=Code age in years  07=DK/NS  09=Refused,2003,Module Question,149
Cardiovascular Disease/Heart Attack and Stroke,At what age did you have your first stroke?,STROKAGE,10=Code age 10 years or less  __ __=Code age in years  07=DK/NS  09=Refused,2003,Module Question,150
Cardiovascular Disease/Heart Attack and Stroke,"After you left the hospital following your heart attack or stroke, did you go to any kind of outpatient rehabilitation?  This is sometimes called ""rehab.""",CVDREHAB,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,151
Cardiovascular Disease/Heart Attack and Stroke,[Prologue] Do you take aspirin daily or every other day?,CVDASPRN,1=Yes   2=No   7=DK/NS   9=Refused,2003,Module Question,152
Cardiovascular Disease/Heart Attack and Stroke,"[Prologue] Do you have a health problem or condition that makes taking aspirin unsafe for you? If ""Yes"" ask ""Is this a stomach condition?"" Code upset stomach as stomach problems.",ASPUNSAF,"1=Yes, not stomach related  2=Yes, stomach problems  3=No  7=DK/NS  9=Refused",2003,Module Question,153
Cardiovascular Disease/Heart Attack and Stroke,Why do you take aspirin?  To relieve pain?,WHYASPAN,1=Yes   2=No   7=DK/NS   9=Refused,2003,Module Question,154
Cardiovascular Disease/Heart Attack and Stroke,(Why do you take aspirin?)  To reduce the chance of a heart attack?,WHYASPHA,1=Yes   2=No   7=DK/NS   9=Refused,2003,Module Question,155
Cardiovascular Disease/Heart Attack and Stroke,(Why do you take aspirin?)  To reduce the chance of a stroke?,WHYASPSK,1=Yes   2=No   7=DK/NS   9=Refused,2003,Module Question,156
Folic Acid,Do you currently take any vitamin pills or supplements? Include liquid supplements.,VITAMINS,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,157
Folic Acid,Are any of these a multivitamin?,MULTIVIT,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,158
Folic Acid,Do any of the vitamin pills or supplements you take contain folic acid?,FOLICACD,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,159
Folic Acid,How often do you take this vitamin pill or supplement?,TAKEVIT,1=__ __ Times per day  2=__ __ Times per day  3=__ __ Times per month  777=DK/NS  999=Refused,2003,Module Question,160
Folic Acid,"Some health experts recommend that women take 400 micrograms of the B vitamin folic acid, for which one of the following reasons...",RECOMMEN,1=To make strong bones  2=To prevent birth defects  3=To prevent high blood pressure  4=Some other reason  7=DK/NS  9=Refused,2003,Module Question,161
Tobacco Use/Smoking Cessation/Secondhand Smoke,"Previously you said you have smoked cigarettes.  How old were you the first time you smoked a cigarette, even one or two puffs?",FIRSTSMK,__ __=Code age in years  77=DK/NS  99=Refused,2003,Module Question,162
Tobacco Use/Smoking Cessation/Secondhand Smoke,How old were you when you first started smoking cigarettes regularly?,REGSMK,__ __=Code age in years  88=Never smoked regularly  77=DK/NS  99=Refused,2003,Module Question,163
Tobacco Use/Smoking Cessation/Secondhand Smoke,About how long has it been since you last smoked cigarettes regularly?,LASTSMK,1=Within the past month (0 to 1 month ago)   2=Within the past 3 months (1 to 3 months ago)   3=Within the past 6 months (3 to 6 months ago)   4=Within the past year (6 months to 1 year ago)   5=Within the past 5 years (1 year to 5 years ago)   6=Within t,2003,Module Question,164
Tobacco Use/Smoking Cessation/Secondhand Smoke,"In the past 12 months, have you seen a doctor, nurse, or other health professional to get any kind of care for yourself?",GETCARE,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,165
Tobacco Use/Smoking Cessation/Secondhand Smoke,"In the past 12 months, has a doctor, nurse, or other health professional advised you to quit smoking?",QUITSMOK,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,166
Cardiovascular Disease/Heart Attack and Stroke,"[Has a doctor, nurse, or other health professional ever told you that you had any of the following...] A stroke?",CVDSTRK2,1=Yes   2=No   7=DK/NS   9=Refused,2002,Module Question,151
Tobacco Use/Smoking Cessation/Secondhand Smoke,Which statement best describes the rules about smoking inside your home?,HOUSESMK,1=Smoking is not allowed anywhere inside your home  2=Smoking is allowed in some places or at some times  3=Smoking is allowed anywhere inside the home  4=There are no rules about smoking inside the home  7=DK/NS  9=Refused,2003,Module Question,167
Tobacco Use/Smoking Cessation/Secondhand Smoke,"While working at your job, are you indoors most of the time?",INDOORS,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,168
Tobacco Use/Smoking Cessation/Secondhand Smoke,"Which of the following best describes your place of work's official smoking policy for indoor public or common areas, such as lobbies, rest rooms, and lunch rooms? For workers who visit clients, ""place of work"" means their location.",SMKPUBLC,1=Not allowed in any public areas  2=Allowed in some public areas  3=Allowed in all public areas  4=No official policy  7=DK/NS  9=Refused,2003,Module Question,169
Tobacco Use/Smoking Cessation/Secondhand Smoke,Which of the following best describes your place of work's official smoking policy for work areas?,SMKWORK,1=Not allowed in any work areas  2=Allowed in some work areas  3=Allowed in all work areas  4=No official policy  7=DK/NS  9=Refused,2003,Module Question,170
Tobacco Use/Smoking Cessation/Secondhand Smoke,Have you ever used or tried any smokeless tobacco products such as chewing tobacco or snuff?,USEEVER2,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,171
Tobacco Use/Smoking Cessation/Secondhand Smoke,"Do you currently use chewing tobacco or snuff every day, some days, or not at all?",USENOW2,1=Every day  2=Some days  3=Not at all  7=DK/NS  9=Refused,2003,Module Question,172
Tobacco Use/Smoking Cessation/Secondhand Smoke,"Have you ever smoked a cigar, even one or two puffs?",CIGAR2,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,173
Tobacco Use/Smoking Cessation/Secondhand Smoke,"Do you now smoke cigars every day, some days, or not at all?",CIGARNOW,1=Every day  2=Some days  3=Not at all  7=DK/NS  9=Refused,2003,Module Question,174
Tobacco Use/Smoking Cessation/Secondhand Smoke,"Have you ever smoked tobacco in a pipe, even one or two puffs?",PIPESMK,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,175
Tobacco Use/Smoking Cessation/Secondhand Smoke,"Do you now smoke a pipe every day, some days, or not at all?",PIPENOW,1=Every day  2=Some days  3=Not at all  7=DK/NS  9=Refused,2003,Module Question,176
Tobacco Use/Smoking Cessation/Secondhand Smoke,"A bidi is a flavored cigarette from India. Have you ever smoked a bidi, even one or two puffs?",BIDISMK,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,177
Tobacco Use/Smoking Cessation/Secondhand Smoke,"Do you now smoke bidis every day, some days, or not at all?",BIDINOW,1=Every day  2=Some days  3=Not at all  7=DK/NS  9=Refused,2003,Module Question,178
Arthritis (Arthritis Management/Burden),"Thinking about your arthritis or joint symptoms, which of the following best describes you TODAY?",ARTTODAY,1=I can do everything I would like to do  2=I can do most things I would like to do  3=I can do some things I would like to do  4=I can hardly do anything I would like to do   7=DK/NS   9=Refused,2003,Module Question,179
Arthritis (Arthritis Management/Burden),Has a doctor or other health professional EVER suggested losing weight to help your arthritis or joint symptoms?,ARTHWGT,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,180
Arthritis (Arthritis Management/Burden),"Has a doctor or other health professional ever suggested physical activity or exercise to help your arthritis or joint symptoms? (Note: If the respondent is unclear about whether this means an increase or decrease in physical activity, this means increase.)",ARTHEXER,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,181
Arthritis (Arthritis Management/Burden),Have you EVER taken an educational course or class to teach you how to manage problems related to your arthritis or joint symptoms?,ARTHEDU,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,182
Prostate Cancer Screening,"A Prostate-Specific Antigen test, also called a PSA test, is a blood test used to check men for prostate cancer.  Have you ever had a PSA test?",PSATEST,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,183
Prostate Cancer Screening,How long has it been since you had your last PSA test?,PSATIME,1=Within the past year (anytime less than 12 months ago)  2=Within the past 2 years (1 year but less than 2 years)  3=Within the past 3 years (2 years but less than 3 years)  4=Within the past 5 years (3 years but less than 5 years)  5=5 or more years ago,2003,Module Question,184
Prostate Cancer Screening,"A digital rectal exam is an exam in which a doctor, nurse, or other health professional places a gloved finger into the rectum to feel the size, shape, and hardness of the prostate gland.  Have you ever had a digital rectal exam?",DIGRECEX,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,185
Prostate Cancer Screening,How long has it been since your last digital rectal exam?,DRETIME,1=Within the past year (anytime less than 12 months ago)  2=Within the past 2 years (1 year but less than 2 years)  3=Within the past 3 years (2 years but less than 3 years)  4=Within the past 5 years (3 years but less than 5 years)  5=5 or more years ago,2003,Module Question,186
Prostate Cancer Screening,"Have you ever been told by a doctor, nurse, or other health professional that you had prostate cancer?",PROSTATE,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,187
Colorectal Cancer Screening,A blood stool test is a test that may use a special kit at home to determine whether the stool contains blood.  Have you ever had this test using a home kit?,BLDSTOOL,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,188
Colorectal Cancer Screening,How long has it been since you had your last blood stool test using a home kit?,LSTBLDS2,1=Within the past year (anytime less than 12 months ago)  2=Within the past 2 years (1 year but less than 2 years ago)  3=Within the past 5 years (2 years but less than 5 years ago)  4=5 or more years ago  7=DK/NS  9=Refused,2003,Module Question,189
Colorectal Cancer Screening,Sigmoidoscopy and colonoscopy are exams in which a tube is inserted in the rectum to view the bowel for signs of cancer or other health problems.  Have you ever had either of these exams?,HADSIGM2,1=Yes  2=No  7=DK/NS  9=Refused,2003,Module Question,190
Colorectal Cancer Screening,How long has it been since you had your last sigmoidoscopy or colonoscopy?,LASTSIG2,1=Within the past year (anytime less than 12 months ago)  2=Within the past 2 years (1 year but less than 2 years ago)  3=Within the past 5 years (2 years but less than 5 years ago)  4=Within the past 10 years (5 years but less than 10 years ago)  5=10 or,2003,Module Question,191
Binge Drinking,"[Ask if the response to ""Considering all types of alchoholic beverages, how many times during the past 30 days did you have 5 or more drinks on an occasion"" = 1-30 (or does not equal ""None"", ""Don't know/not sure"", or ""Refused"")]    The next questions are about the most recent occasion when you had 5 or more alcoholic beverages. One alcoholic beverage is equal to a 12-ounce beer, a 4-ounce glass of wine, or a drink with 1 shot of liquor.    During the most recent occasion when you had 5 or more alcoholic beverages, about how many beers, including malt liquor, did you drink? (Round up)",DRNKBEER,_ _=Number  8 8=None  7 7=DK/NS  9 9=Refused,2003,Module Question,192
